person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0.07,Y,2,0
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0.08,N,3,0
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0.14,Y,3,0
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0.12,N,3,0
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0.01,N,3,0
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0.21,N,2,0
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0.19,N,2,0
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,0.21,N,4,1
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0.19,Y,3,0
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0.19,N,2,0
25,15600,OWN,0.0,VENTURE,F,3200,18.09,0.21,N,2,1
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0.19,N,4,0
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0.18,N,4,0
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0.17,N,4,0
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0.17,N,3,0
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0.06,N,3,0
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,0.16,Y,2,1
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0.12,N,4,0
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0.15,N,4,0
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0.12,N,4,0
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,0.38,N,2,1
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0.14,Y,4,0
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0.13,N,3,0
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,0.17,N,3,1
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,0.35,N,4,1
24,16020,OWN,3.0,VENTURE,E,3625,17.14,0.23,Y,2,1
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,0.34,N,3,1
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0.14,N,2,0
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0.12,N,3,0
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0.14,Y,2,0
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0.15,N,2,0
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0.19,N,4,0
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0.22,N,4,0
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0.11,N,4,0
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,0.3,N,4,1
23,16500,OWN,6.0,VENTURE,B,4375,9.63,0.27,N,4,1
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,0.5,N,3,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,0.41,N,3,1
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0.29,N,4,0
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0.12,N,2,0
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0.27,N,4,0
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0.22,N,2,0
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0.07,N,4,0
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0.07,N,4,0
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0.16,Y,4,0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,0.07,N,4,1
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,0.45,N,4,1
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,0.39,N,4,1
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,0.23,N,3,1
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,0.35,N,4,1
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,0.37,N,2,1
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,0.33,Y,2,1
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,0.31,N,2,1
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0.27,N,3,0
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,0.31,Y,3,1
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0.24,Y,2,0
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0.24,N,2,0
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0.06,N,3,0
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0.09,N,4,0
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0.13,N,3,0
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0.16,Y,2,0
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0.09,N,4,0
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0.1,Y,4,0
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0.13,Y,2,0
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,0.28,Y,2,1
25,111996,RENT,9.0,PERSONAL,D,24250,,0.22,N,3,0
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,0.36,N,4,1
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0.21,N,2,0
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0.17,N,3,0
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0.08,N,3,0
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,0.22,Y,3,1
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,0.56,Y,3,1
23,47004,RENT,1.0,VENTURE,B,24000,11.58,0.51,N,4,1
24,48000,RENT,4.0,VENTURE,D,24000,16.29,0.5,Y,2,1
26,48000,RENT,4.0,MEDICAL,A,24000,,0.5,N,3,1
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,0.53,Y,2,1
25,52000,RENT,,PERSONAL,B,24000,10.74,0.46,N,2,1
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0.13,Y,3,0
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,0.51,N,2,1
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0.06,N,2,0
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,0.49,N,4,1
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,0.4,N,4,1
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,0.4,N,4,1
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,0.4,N,3,1
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,0.4,N,2,1
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,0.39,N,3,1
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,0.38,N,2,1
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,0.37,N,2,1
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,0.28,Y,3,1
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,0.41,Y,2,1
23,66000,RENT,6.0,VENTURE,A,24000,,0.36,N,4,1
24,60000,RENT,0.0,VENTURE,D,24000,14.96,0.4,N,4,1
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,0.36,N,3,1
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,0.39,Y,4,1
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,0.34,N,4,1
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0.32,N,2,1
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,0.17,N,4,1
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,0.32,N,4,1
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,0.32,N,3,1
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,0.32,N,3,1
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,0.35,N,3,1
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,0.31,N,3,1
22,18000,OWN,,VENTURE,B,2000,11.49,0.11,N,3,0
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0.3,N,2,0
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,0.19,N,4,1
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,0.22,N,2,1
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,0.32,N,2,1
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0.27,N,3,0
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0.25,N,2,0
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,0.29,N,3,1
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0.25,N,4,0
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,0.27,Y,4,1
21,18000,OWN,,EDUCATION,B,5000,11.11,0.28,N,2,1
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0.24,N,4,0
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0.22,N,4,0
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,0.35,N,4,1
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,0.24,Y,2,1
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,0.23,N,4,1
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0.2,N,4,0
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0.2,N,4,0
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,0.22,N,3,1
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0.19,Y,4,0
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,0.14,N,2,1
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0.18,N,3,0
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0.18,N,2,0
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0.18,N,2,0
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,0.18,Y,3,1
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0.16,N,4,0
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,0.17,Y,2,1
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,0.72,N,3,1
21,18000,OWN,0.0,VENTURE,B,6250,10.62,0.35,N,4,1
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0.15,N,4,0
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,0.16,N,2,1
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0.14,Y,2,0
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0.14,N,3,0
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,0.55,N,2,1
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0.2,N,2,0
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,0.43,N,3,1
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,0.56,N,2,1
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0.23,N,4,0
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,0.31,N,4,1
22,18000,OWN,2.0,MEDICAL,C,4000,,0.22,N,2,1
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,0.3,Y,2,1
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,0.22,N,3,1
21,18000,OWN,5.0,VENTURE,B,3375,,0.19,N,2,1
22,66960,RENT,1.0,VENTURE,A,23400,7.49,0.35,N,2,1
22,43385,RENT,7.0,PERSONAL,C,23000,,0.53,N,3,1
25,56544,RENT,3.0,EDUCATION,B,23000,,0.41,N,2,1
23,60000,RENT,2.0,VENTURE,B,23000,12.18,0.38,N,4,1
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0.07,Y,4,0
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,0.36,N,3,1
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,0.35,N,4,1
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,0.34,N,2,1
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,0.17,N,3,1
25,80000,RENT,9.0,VENTURE,C,23000,,0.29,N,2,0
24,88000,RENT,1.0,VENTURE,D,23000,14.54,0.26,N,2,1
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,0.39,N,4,1
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,0.32,N,2,1
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,0.16,N,3,1
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,0.32,Y,2,1
24,73000,RENT,0.0,VENTURE,E,22400,16.7,0.31,Y,4,1
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,0.27,N,3,1
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,0.64,N,3,1
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,0.51,N,2,1
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,0.42,N,2,1
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,0.22,Y,4,1
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,0.39,N,3,1
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,0.38,N,2,1
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,0.37,N,4,1
24,60000,RENT,3.0,VENTURE,C,22000,14.26,0.37,Y,2,1
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,0.16,N,2,1
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,0.39,N,3,1
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,0.31,N,4,1
22,66000,RENT,1.0,EDUCATION,F,22000,,0.33,N,2,1
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0.3,N,3,0
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0.29,N,2,0
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,0.19,N,3,1
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0.29,N,3,0
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,0.32,N,3,1
24,80000,RENT,0.0,MEDICAL,A,22000,,0.28,N,4,0
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0.27,N,2,0
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,0.39,N,2,1
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,0.21,N,3,1
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0.26,N,4,0
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,0.28,N,3,1
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,0.27,N,2,1
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,0.18,N,3,1
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0.22,N,4,0
23,110000,RENT,0.0,PERSONAL,B,22000,,0.2,N,3,0
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,0.26,N,2,1
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,0.38,N,2,1
24,54000,RENT,5.0,VENTURE,C,21600,13.49,0.4,N,2,1
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,0.39,Y,4,1
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,0.34,Y,3,1
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0.26,Y,3,0
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,0.28,N,3,1
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0.13,N,3,0
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0.19,N,2,0
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,0.36,N,4,1
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,0.16,N,4,1
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,0.36,N,3,1
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,0.31,N,3,1
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0.19,Y,3,0
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,0.36,N,4,1
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,0.69,N,3,1
25,47052,RENT,5.0,VENTURE,B,21250,10.99,0.45,N,2,1
25,51060,RENT,9.0,VENTURE,A,21250,6.91,0.42,N,2,1
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,0.26,Y,2,1
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,0.4,N,3,1
26,19200,OWN,0.0,EDUCATION,B,9250,,0.48,N,2,1
24,56000,RENT,8.0,VENTURE,D,21250,15.95,0.38,Y,3,1
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,0.33,Y,4,1
21,35000,RENT,3.0,VENTURE,B,21000,12.53,0.6,N,4,1
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,0.07,Y,4,1
23,19200,MORTGAGE,7.0,MEDICAL,A,3000,,0.16,N,4,1
26,40000,RENT,3.0,MEDICAL,A,21000,6.54,0.53,N,4,1
25,19200,OWN,2.0,VENTURE,B,1000,,0.05,N,3,0
26,42000,RENT,0.0,MEDICAL,F,21000,17.26,0.5,Y,4,1
23,63000,RENT,2.0,MEDICAL,B,21000,11.36,0.33,N,2,1
26,19200,MORTGAGE,5.0,VENTURE,A,4000,7.51,0.21,N,4,1
22,59000,RENT,2.0,PERSONAL,B,21000,10.71,0.36,N,3,1
22,70500,RENT,3.0,PERSONAL,C,21000,13.98,0.3,Y,4,0
26,65219,RENT,11.0,DEBTCONSOLIDATION,D,21000,14.09,0.32,N,3,1
22,75000,RENT,2.0,EDUCATION,B,21000,10.0,0.28,N,3,0
22,19200,MORTGAGE,3.0,MEDICAL,D,5000,15.33,0.26,N,3,1
25,62047,RENT,9.0,MEDICAL,E,21000,16.32,0.29,Y,4,1
24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0.27,N,2,0
23,80000,RENT,3.0,MEDICAL,B,21000,11.99,0.26,N,3,0
24,84000,RENT,8.0,MEDICAL,B,21000,10.75,0.25,N,4,0
26,85000,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0.25,N,3,0
22,93000,RENT,1.0,EDUCATION,B,21000,9.91,0.23,N,3,0
26,81000,RENT,10.0,EDUCATION,E,21000,16.95,0.26,Y,3,1
26,97000,RENT,1.0,EDUCATION,A,21000,7.9,0.22,N,3,0
26,97000,RENT,3.0,EDUCATION,C,21000,,0.22,Y,3,0
25,100000,RENT,2.0,PERSONAL,D,21000,16.49,0.21,Y,3,1
26,19200,OTHER,0.0,PERSONAL,C,7500,11.97,0.39,Y,2,1
21,19253,MORTGAGE,,DEBTCONSOLIDATION,A,6250,6.17,0.32,N,3,1
26,125000,RENT,5.0,HOMEIMPROVEMENT,A,21000,8.9,0.17,N,2,0
25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0.17,Y,3,0
23,82000,RENT,2.0,PERSONAL,B,20900,12.69,0.25,N,2,0
21,19500,MORTGAGE,0.0,EDUCATION,B,15000,9.64,0.77,N,2,1
26,50000,RENT,7.0,VENTURE,A,20500,7.49,0.41,N,3,1
23,70000,RENT,2.0,EDUCATION,C,20500,13.16,0.29,Y,3,0
22,19800,OWN,1.0,EDUCATION,A,2100,8.38,0.11,N,4,0
123,80004,RENT,2.0,EDUCATION,B,20400,10.25,0.25,N,3,0
23,54000,RENT,7.0,PERSONAL,A,20375,7.49,0.38,N,2,1
26,26000,RENT,10.0,EDUCATION,B,20050,9.76,0.77,N,2,1
24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,0.61,N,3,1
23,20000,OWN,0.0,PERSONAL,B,5000,11.71,0.25,N,4,0
22,20000,OWN,6.0,PERSONAL,B,9250,10.65,0.46,N,4,0
24,35364,RENT,1.0,MEDICAL,B,20000,12.53,0.57,N,4,1
25,38000,RENT,4.0,MEDICAL,D,20000,14.59,0.53,N,4,1
23,32000,RENT,3.0,DEBTCONSOLIDATION,D,20000,12.61,0.63,N,4,1
25,38004,RENT,6.0,MEDICAL,C,20000,13.11,0.53,N,2,1
23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0.32,N,4,0
25,38556,RENT,9.0,PERSONAL,C,20000,11.22,0.52,Y,4,1
23,32900,RENT,1.0,EDUCATION,D,20000,16.0,0.61,N,2,1
25,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000,8.88,0.59,N,4,1
24,40000,RENT,4.0,PERSONAL,B,20000,12.53,0.5,N,3,1
21,36000,RENT,5.0,MEDICAL,D,20000,,0.56,Y,2,1
26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0.24,N,3,0
25,42000,RENT,2.0,EDUCATION,C,20000,13.47,0.48,N,4,1
22,42224,RENT,7.0,VENTURE,A,20000,6.99,0.47,N,4,1
25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0.28,Y,2,0
23,20000,MORTGAGE,7.0,EDUCATION,C,3625,,0.18,Y,3,0
22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,16.69,0.54,N,3,1
25,38000,RENT,9.0,MEDICAL,B,20000,11.11,0.53,N,4,1
22,45000,RENT,0.0,EDUCATION,A,20000,7.9,0.44,N,4,1
23,45000,RENT,4.0,PERSONAL,B,20000,10.25,0.44,N,2,1
24,45000,RENT,8.0,MEDICAL,E,20000,,0.44,N,2,1
23,20000,OWN,7.0,MEDICAL,A,1200,7.49,0.06,N,3,0
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,0.44,Y,3,1
24,39000,RENT,5.0,MEDICAL,D,20000,14.74,0.51,N,2,1
24,46500,RENT,5.0,EDUCATION,B,20000,10.62,0.43,N,2,1
22,48000,RENT,7.0,VENTURE,B,20000,10.65,0.42,N,3,1
22,42000,RENT,1.0,PERSONAL,D,20000,12.99,0.48,N,3,1
22,48500,RENT,1.0,VENTURE,B,20000,11.36,0.41,N,4,1
22,20000,OWN,3.0,EDUCATION,A,7500,5.79,0.38,N,4,0
23,49400,RENT,0.0,EDUCATION,A,20000,6.54,0.4,N,4,1
25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0.2,N,2,0
25,50000,RENT,10.0,DEBTCONSOLIDATION,A,20000,7.49,0.4,N,3,1
25,50000,RENT,9.0,EDUCATION,C,20000,13.43,0.4,N,2,1
22,50000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.22,0.4,N,2,1
22,20000,OWN,1.0,VENTURE,C,5000,14.72,0.25,N,3,0
22,44000,RENT,2.0,EDUCATION,E,20000,15.68,0.45,N,4,1
24,50866,RENT,6.0,MEDICAL,B,20000,,0.39,N,3,1
25,50950,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,0.39,N,3,1
24,51000,RENT,8.0,VENTURE,B,20000,10.38,0.39,N,3,1
22,51000,RENT,5.0,EDUCATION,B,20000,12.53,0.39,N,3,1
22,51000,RENT,0.0,EDUCATION,C,20000,13.47,0.39,N,2,1
24,51500,RENT,6.0,VENTURE,B,20000,12.21,0.39,N,4,1
25,51996,RENT,9.0,VENTURE,B,20000,10.99,0.38,N,3,1
25,52000,RENT,1.0,EDUCATION,B,20000,11.36,0.38,N,4,1
22,46000,RENT,2.0,DEBTCONSOLIDATION,D,20000,16.0,0.43,Y,4,1
26,20000,MORTGAGE,1.0,PERSONAL,A,1500,7.74,0.07,N,3,0
24,52000,RENT,8.0,EDUCATION,D,20000,15.65,0.38,Y,2,1
25,46000,RENT,9.0,DEBTCONSOLIDATION,C,20000,11.78,0.43,Y,2,1
24,52559,RENT,9.0,HOMEIMPROVEMENT,B,20000,,0.38,N,3,1
22,47000,RENT,5.0,MEDICAL,D,20000,16.77,0.43,N,3,1
22,54000,RENT,2.0,EDUCATION,B,20000,9.91,0.37,N,4,1
23,48000,RENT,7.0,MEDICAL,D,20000,15.65,0.42,N,4,1
23,48000,RENT,0.0,MEDICAL,D,20000,14.96,0.42,N,3,1
23,54000,RENT,1.0,VENTURE,B,20000,11.83,0.37,N,4,1
24,48912,RENT,0.0,MEDICAL,C,20000,11.66,0.41,N,4,1
26,54996,RENT,8.0,EDUCATION,B,20000,12.18,0.36,N,4,1
24,55000,RENT,8.0,HOMEIMPROVEMENT,A,20000,6.91,0.36,N,2,1
25,55000,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.91,0.36,N,3,1
26,49000,RENT,0.0,HOMEIMPROVEMENT,F,20000,19.79,0.41,N,3,1
25,55000,RENT,0.0,VENTURE,B,20000,9.88,0.36,N,4,1
22,20000,MORTGAGE,0.0,PERSONAL,B,16600,9.76,0.83,N,3,0
23,55000,RENT,5.0,DEBTCONSOLIDATION,B,20000,12.53,0.36,N,2,1
25,55200,RENT,7.0,VENTURE,B,20000,,0.36,N,4,1
23,20004,MORTGAGE,6.0,PERSONAL,A,7125,6.99,0.36,N,2,0
23,57000,RENT,3.0,EDUCATION,D,20000,16.89,0.35,N,2,1
22,51012,RENT,1.0,PERSONAL,D,20000,17.49,0.39,Y,4,1
23,20004,MORTGAGE,2.0,EDUCATION,E,2500,16.82,0.12,Y,2,0
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0.18,N,2,0
22,58000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.11,0.34,N,2,1
23,58800,RENT,7.0,DEBTCONSOLIDATION,A,20000,7.66,0.34,N,3,1
26,59000,RENT,10.0,MEDICAL,A,20000,6.17,0.34,N,3,1
26,53000,RENT,1.0,PERSONAL,E,20000,16.35,0.38,Y,4,1
23,60000,RENT,7.0,MEDICAL,A,20000,7.9,0.33,N,2,1
24,54000,RENT,2.0,VENTURE,D,20000,16.49,0.37,N,2,1
21,20245,OWN,5.0,VENTURE,A,3550,,0.18,N,4,0
26,20280,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,8.0,0.35,N,2,0
24,60000,RENT,0.0,PERSONAL,B,20000,10.99,0.33,N,2,1
24,20352,OWN,3.0,VENTURE,A,7750,6.91,0.38,N,3,0
25,54000,RENT,6.0,PERSONAL,B,20000,8.88,0.37,N,3,1
24,60000,RENT,8.0,VENTURE,A,20000,,0.33,N,4,1
23,54000,RENT,6.0,DEBTCONSOLIDATION,D,20000,14.84,0.37,Y,3,1
23,54000,RENT,2.0,PERSONAL,B,20000,11.12,0.37,N,2,1
22,60000,RENT,4.0,EDUCATION,A,20000,7.88,0.33,N,3,1
25,60000,RENT,2.0,EDUCATION,B,20000,,0.33,N,2,1
22,20400,MORTGAGE,6.0,EDUCATION,D,6000,15.99,0.29,Y,4,0
24,20400,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5500,10.99,0.27,N,4,0
25,60000,RENT,9.0,EDUCATION,B,20000,,0.33,N,3,1
25,54000,RENT,1.0,PERSONAL,D,20000,15.65,0.37,Y,3,1
24,54000,RENT,1.0,PERSONAL,E,20000,17.04,0.37,Y,3,1
23,60000,RENT,3.0,EDUCATION,B,20000,12.21,0.33,N,2,1
